stm_car_user,Status,Date,ID,Title,Tipo,stm_genuine_price,Marca,Modelo,Versao,ymfc,"Ano Modelo",mileage,Cambio,Combustivel,Cor,Portas,Estilo,additional_features,"Image URL",Content,"Post Type",stm_car_location,stm_lat_car_admin,stm_lng_car_admin,car_mark_as_sold,registration_date,sale_price,"Author ID",vin_number,Motor,title_custom,km_custom,"OP custom"
4,publish,20220411,35340,"Toyota Corolla",Usado,86900,Toyota,Corolla,,2015,2016,89508,Automático,Flex,Branco,4,Sedan,"Ar condicionado,Alarme,Direção hidráulica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS,Sensor estacionamento","http://www.noroestemotors.com/wp-content/uploads/2022/04/IMG-20220411-WA0034.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/IMG-20220411-WA0038.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/IMG-20220411-WA0037.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/IMG-20220411-WA0036.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/IMG-20220411-WA0041.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/IMG-20220411-WA0040.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/IMG-20220411-WA0035.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/IMG-20220411-WA0039.jpg",N/A,listings,Unai,,,,,,4,GLI,1.8,"Toyota Corolla  1.8 GLI      ",89508,"ABS|Air bag|Alarme|Ar condicionado|Direção hidráulica|Sensor estacionamento|Som mp3|Trava elétrica|Vidro elétrico"
3,publish,20220411,35400,"Fiat Palio",Usado,38900,Fiat,Palio,,2014,2015,134925,Manual,Flex,Branco,4,Hatchback,"Ar condicionado,Alarme,Direção hidráulica,Trava elétrica","http://www.noroestemotors.com/wp-content/uploads/2022/04/312c61b3-d198-42cb-aff9-ce15bac4c843.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/d7586e31-56ff-48a9-8183-6f67335d334a.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/e0ed0692-703c-4efd-9a36-3351353012a7.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/d12ead19-49f7-4350-8e01-3982d3da4776.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/b1f918ea-bd90-482a-b821-49fd3008e9b5.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/e580fc8c-22fd-4149-845f-61c2ad00f0e0.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/0bf8bc12-8108-4b56-8670-cdc4a7433320.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/7b649857-b8b9-4c07-9ed9-94aacf4518a1.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/76f27441-3895-4d77-8954-9393900ca90f.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/15f45f16-76d4-44a3-89de-a2c30ec98564.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/831c2249-6eab-4900-886d-1ece2a8e5b17.jpg","PALIO FIRE 1.0 FLEX 4PORTAS ANO 2014/2015
R$ 38.900,00
- ar condicionado 
- direção hidráulica
- computador de bordo
- cd player com MP3 
- alarme
- vidros elétricos dianteiros
- airbag motorista
- airbag passageiro
- freios ABS
- porta-malas (L)    290 litros      
- tanque de combustivel   48 litros
- KM - 134925
- 4 pneus zero

Tel.: (38) 3676-7522
(38) 9.9810-7913 (Waldeon)
(38) 9.9928-0185 (Nelson)
(38) 9.9835-2610 (Lucas)
Av. Governador Valadares, 1580, Centro, Unaí-MG (próximo à praça São Cristóvão).",listings,UNAI-MG,,,on,,,3,FIRE,1.0,"Fiat Palio  1.0 Fire      ",134925,"Alarme|Ar condicionado|Direção hidráulica|Trava elétrica"
3,publish,20220411,35413,"Fiat Palio",Usado,43900,Fiat,Palio,,2015,2016,53897,Manual,Flex,Vermelho,4,Hatchback,"Ar condicionado,Alarme,Direção hidráulica,Vidro elétrico,Trava elétrica, Som mp3","http://www.noroestemotors.com/wp-content/uploads/2022/04/3674a4b5-6dce-4a0f-aaa7-e87887fc1416.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/7f4abdc4-f9cc-4745-bff6-7c0aec571526.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/a24f32c0-5281-4e67-a758-fb44172f427f.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/51498856-cef2-4bbc-b18d-6d741c6a5e6f.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/6d83b2ea-8f7c-4e40-9e62-516ebc73f346.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/3dd8617f-a1ac-4ff6-9729-b5d75bad9d7a.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/2852b1a1-f27e-4fba-a58b-d6a95151407e.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/0107a7e1-e5a3-4594-b5a1-2613763f1f74.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/de37e5b0-63d9-430e-9f04-d45db6ba935d.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/0e6d8a31-1d7b-4bf3-8ae5-bd66817b8f1a.jpg","PALIO ATTRACTIVE 1.0 EVO FLEX ANO 2015/2016
R$ 43.900,00
- ar condicionado 
- direção hidráulica
- computador de bordo
- cd player com MP3 
- entrada USB  
- alarme
- travas elétricas
- vidros elétricos dianteiros
- airbag motorista
- airbag passageiro
- freios ABS
- encosto cabeça traseiro
- desemb. traseiro
- limpador do vidro traseiro
- porta-malas (L)    290 litros      
- tanque de combustivel   48 litros
- KM - 53897

Tel.: (38) 3676-7522
(38) 9.9810-7913 (Waldeon)
(38) 9.9928-0185 (Nelson)
(38) 9.9835-2610 (Lucas)
Av. Governador Valadares, 1580, Centro, Unaí-MG (próximo à praça São Cristóvão).",listings,UNAI-MG,,,on,,,3,ATTRACTIVE,1.0,"Fiat Palio  1.0 Attractive      ",53897,"Alarme|Ar condicionado|Direção hidráulica|Som mp3|Trava elétrica|Vidro elétrico"
3,publish,20220411,35425,"Fiat Palio",Usado,42900,Fiat,Palio,,2014,2015,74852,Manual,Flex,Vermelho,4,Hatchback,"Ar condicionado,Direção hidráulica, Som mp3,Air bag,ABS","http://www.noroestemotors.com/wp-content/uploads/2022/04/fdd2fed7-9d48-42f2-b5d3-7c2ce70f2b27.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/1f83bfdc-b638-401a-a820-a822d423c61e.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/4cea64b5-2fdd-4f80-8c9f-9baaffdfd10a.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/7ccc6d57-a1aa-4bff-970c-d172f56b565c.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/8deeb9da-c18c-4e37-abb9-debb116861e7.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/d29514bc-6291-4cdf-8396-e0f4ac0f13fa.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/3ec61a1c-d52f-4d07-ba5b-bc05b3df02e2.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/bd418f76-d2dc-49d1-91cf-ae029dc3d378.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/2cd4f6be-df52-469a-bda4-3e342538b029.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/4459dec0-9571-4d55-94c1-30d67367b95b.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/13c2db0e-4bbb-467f-8310-825de826db14.jpg","PALIO WAY 1.0 FLEX ANO 2014/2015
R$ 42.900,00
- ar condicionado 
- direção hidráulica
- computador de bordo
- cd player com MP3 
- travas elétricas
- vidros elétricos dianteiros
- airbag motorista
- airbag passageiro
- freios ABS
- encosto cabeça traseiro
- desemb. traseiro
- limpador do vidro traseiro
- porta-malas (L)    290 litros      
- tanque de combustivel   48 litros
- KM - 74852

Tel.: (38) 3676-7522
(38) 9.9810-7913 (Waldeon)
(38) 9.9928-0185 (Nelson)
(38) 9.9835-2610 (Lucas)
Av. Governador Valadares, 1580, Centro, Unaí-MG (próximo à praça São Cristóvão).",listings,UNAI-MG,,,on,,,3,WAY,1.0,"Fiat Palio  1.0 WAY      ",74852,"ABS|Air bag|Ar condicionado|Direção hidráulica|Som mp3"
3,publish,20220411,35451,"Fiat Toro",Usado,108900,Fiat,Toro,,2016,2017,106900,Automático,Flex,Vinho,4,Picape,"Ar condicionado,Alarme,Direção elétrica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS, Rodas de liga leve,Bancos em couro,Sensor estacionamento","http://www.noroestemotors.com/wp-content/uploads/2022/04/08564a54-23f6-4ec6-850e-fef6199e9a95.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/984f182b-99dd-45d1-a0d6-88f6deaba65d.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/56018449-7128-49bd-ac84-626230f3c038.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/506156da-54dc-4630-af99-9bdd38fbd94e.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/ce75cd54-2b0d-4127-8978-91ccd4f3220f.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/17e0ea69-cc1e-4569-b9d4-10f439aa9794.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/415a0a17-1af0-48fd-921c-857871a72924.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/31a0b8c3-8176-476b-b0a5-6849e6e09939.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/fc73a352-a63e-4c36-ade7-c7f5b1d0a194.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/9c9c5322-e7ff-4d86-affc-37d20be25b3b.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/c2f406e0-0fe0-4c5a-a86a-0afe7f69f0fe.jpg","TORO FREEDOM 2.4 FLEX 9MARCHAS AUTOMÁTICO ANO 2016/2017
R$ 108.900,00
- ar condicionado 
- direção elétrica
- computador de bordo
- cd player com MP3	
- entrada USB  
- controle automático de velocidade
- controle de estabilidade
- Comando de áudio no volante
-  troca de marchas no volante ( borboleta )
- faróis de neblina
- alarme
- travas elétricas
- vidros elétricos dianteiros
- vidros elétricos traseiros
- retrovisores elétrico 
- airbag motorista
- airbag passageiro
- freios ABS
- volante com regulagem de altura
- banco com regulagem de altura 
- encosto cabeça traseiro
- desemb. traseiro
- limpador do vidro traseiro
- Sensor de estacionamento traseiro
- bancos de couro
- cintos de três pontos
- rodas de liga leve   215/60 R16   
- tanque de combustivel   60 litros
- capota maritima
- KM - 106900

Tel.: (38) 3676-7522
(38) 9.9810-7913 (Waldeon)
(38) 9.9928-0185 (Nelson)
(38) 9.9835-2610 (Lucas)
Av. Governador Valadares, 1580, Centro, Unaí-MG (próximo à praça São Cristóvão).",listings,UNAI-MG,,,on,,,3,FREEDOM,2.4,"Fiat Toro  2.4 Freedom      ",106900,"ABS|Air bag|Alarme|Ar condicionado|Bancos em couro|Direção elétrica|Rodas de liga leve|Sensor estacionamento|Som mp3|Trava elétrica|Vidro elétrico"
46,publish,20220418,35655,"Hyundai HB20",Usado,60900,Hyundai,HB20,,2015,2014,80000,Automático,Flex,Branco,4,Hatchback,"Ar condicionado,Alarme,Direção hidráulica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS, Rodas de liga leve,Bancos em couro,Pintura metálica,Sensor estacionamento","http://www.noroestemotors.com/wp-content/uploads/2022/04/0DFFEF6E-749E-4C21-8284-CF13836B14C6.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/3656DEF7-61DA-47E9-8162-33B6A947ACDF.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/0A7A81DC-96F9-4FCA-916D-E9BF7260E769.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/75837311-6AD0-4F1A-AB3C-7849F4800550.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/59617829-1876-44D0-BFAC-41BC222DCCA1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/82E4A968-98B0-454D-93E2-19AA074DC082.jpeg",N/A,listings,Unai,,,,,,46,"comfort plus",1.6,"Hyundai HB20  1.6 Comfort Plus     ",80000,"ABS|Air bag|Alarme|Ar condicionado|Bancos em couro|Direção hidráulica|Pintura metálica|Rodas de liga leve|Sensor estacionamento|Som mp3|Trava elétrica|Vidro elétrico"
46,publish,20220418,35676,"Fiat Mobi",Usado,47900,Fiat,Mobi,,2017,2017,137000,Manual,Flex,Branco,4,Hatchback,"Ar condicionado,Alarme,Direção elétrica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS,Pintura metálica","http://www.noroestemotors.com/wp-content/uploads/2022/04/6127DF41-7D47-4346-84E4-7576D5E6EE75.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/62CB71CE-296D-4ED6-B105-22DB8A3B6461.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/83FC5522-4EE1-4F8E-BB43-F5B3815E9CCF.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/21E6400C-2C07-44E2-82E6-24F7FF22E4BE.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/EB385EE7-5086-44B2-94BD-D0202A955B00.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/32AAA331-F6AA-4B57-A4FB-54F777C8AE6D.jpeg",N/A,listings,Unai,,,,,,46,Drive,1.0,"Fiat Mobi  1.0 Drive      ",137000,"ABS|Air bag|Alarme|Ar condicionado|Direção elétrica|Pintura metálica|Som mp3|Trava elétrica|Vidro elétrico"
46,publish,20220418,35684,"Chevrolet Onix",Usado,58900,Chevrolet,Onix,,2018,2019,80000,Manual,Flex,Branco,4,Hatchback,"Ar condicionado,Alarme,Direção hidráulica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS,Pintura metálica,Sensor estacionamento","http://www.noroestemotors.com/wp-content/uploads/2022/04/B31D1862-843D-4C6B-B690-73B08B953B9B.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/E9EAA1DE-6DC4-43C3-9486-43D31E7B6784.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/7AC1C4C6-3D56-4CE2-BB71-99DE2DFB08E0.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/A3EB7B70-79B4-4ED8-A36E-3D64725C0D6A.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/909D977B-DE29-4196-8C51-F092467527B5.jpeg",N/A,listings,Unai,,,,,,46,LT,1.0,"Chevrolet Onix  1.0 LT      ",80000,"ABS|Air bag|Alarme|Ar condicionado|Direção hidráulica|Pintura metálica|Sensor estacionamento|Som mp3|Trava elétrica|Vidro elétrico"
46,publish,20220418,35691,"Volkswagen Voyage",Usado,69900,Volkswagen,Voyage,,2020,2021,56000,Manual,Flex,Branco,4,Hatchback,"Ar condicionado,Alarme,Direção hidráulica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS, Rodas de liga leve,Pintura metálica,Sensor estacionamento","http://www.noroestemotors.com/wp-content/uploads/2022/04/C3A8861D-4C8A-4BDE-882A-E5A009CEAC87.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/5BEC2388-4DD7-4933-ACF6-B9955BDDF348.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/36DC9FD2-E6CB-4918-B2C6-2B112502F967.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/6985C5AF-9948-41D6-A683-E4AF5F5139FA.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/F17FC740-6762-4150-BDA8-E2BEFF397B20.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/370D9690-9EDB-42FA-90F9-76F0214B1DEC.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/FA48F869-2699-4B71-8730-EE45C553383B.jpeg",N/A,listings,Unai,,,,,,46,Comfortline,1.6,"Volkswagen Voyage  1.6 Comfortline      ",56000,"ABS|Air bag|Alarme|Ar condicionado|Direção hidráulica|Pintura metálica|Rodas de liga leve|Sensor estacionamento|Som mp3|Trava elétrica|Vidro elétrico"
46,publish,20220418,35700,"Honda Civic",Usado,68900,Honda,Civic,,2012,2012,130000,Automático,Flex,Preto,4,Sedan,"Ar condicionado,Alarme,Direção hidráulica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS, DVD player, Rodas de liga leve,Bancos em couro,Pintura metálica,Sensor estacionamento","http://www.noroestemotors.com/wp-content/uploads/2022/04/7ABEE541-1D3B-4FB1-9D19-58C154ADCC85.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/94F8E0D9-A39B-4FEE-B3F1-7D38D46C8E50.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/A59F3BD2-ED07-44D9-A47E-D7DF72C298FF.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/55D5B2C2-251D-400F-A251-3C6B4A573FA1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/12F88F1F-849D-4475-A4AB-9574B6E34E94.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/FF9DBE74-1E4A-4142-AE53-BE88CFA2A8DF.jpeg",N/A,listings,Unai,,,on,,,46,LXR,1.8,"Honda Civic  1.8 LXR      ",130000,"ABS|Air bag|Alarme|Ar condicionado|Bancos em couro|Direção hidráulica|DVD player|Pintura metálica|Rodas de liga leve|Sensor estacionamento|Som mp3|Trava elétrica|Vidro elétrico"
46,publish,20220418,35708,"Chevrolet Onix",Usado,53900,Chevrolet,Onix,,2018,2018,81416,Manual,Flex,Cinza,4,Hatchback,"Ar condicionado,Alarme,Direção hidráulica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS,Pintura metálica,Sensor estacionamento","http://www.noroestemotors.com/wp-content/uploads/2022/04/EDE2FB54-90F8-43FB-B3EC-C538E6DECA62.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/B8C17D92-0882-4034-BC61-1183C0DEA8FB.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/79D80151-5E68-47F8-9D16-CE406192FA42.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/C8F06CAA-8AE3-4205-84CF-ED80A54C607D.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/B827EED5-27CA-4DFA-A097-D381E18F4B5E.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/2A387279-8594-43A4-8048-30701DD1F9F8.jpeg",N/A,listings,Unai,,,,,,46,Joy,1.0,"Chevrolet Onix  1.0 JOY      ",81416,"ABS|Air bag|Alarme|Ar condicionado|Direção hidráulica|Pintura metálica|Sensor estacionamento|Som mp3|Trava elétrica|Vidro elétrico"
46,publish,20220418,35716,"Hyundai HB20",Usado,49900,Hyundai,HB20,,2013,2014,104000,Manual,Flex,Preto,4,Sedan,"Ar condicionado,Alarme,Direção hidráulica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS, Rodas de liga leve,Pintura metálica,Sensor estacionamento","http://www.noroestemotors.com/wp-content/uploads/2022/04/B2831A70-C2DB-4ECA-B675-F6CB78EC89F0.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/A2003895-A6CD-47EA-9A4C-507C7D4835CF.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/40F43648-F03E-47C3-9BC3-D7094B91BF4D.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/4A4FD405-2335-4FC5-9E03-B16F725B5476.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/E10D4B64-DB46-46CB-97F8-0E0C40C7C303.jpeg,http://www.noroestemotors.com/wp-content/uploads/2022/04/56DFD327-6B56-4EC9-BEE7-35DFD5AD5A7E.jpeg",N/A,listings,Unai,,,,,,46,"Comfort plus",1.0,"Hyundai HB20  1.0 Comfort Plus     ",104000,"ABS|Air bag|Alarme|Ar condicionado|Direção hidráulica|Pintura metálica|Rodas de liga leve|Sensor estacionamento|Som mp3|Trava elétrica|Vidro elétrico"
7,publish,20220419,35724,"Volkswagen Gol",Usado,51900,Volkswagen,Gol,,2017,2017,83000,Manual,Flex,Preto,4,Hatchback,"Ar condicionado,Alarme,Direção elétrica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS, Rodas de liga leve,Sensor estacionamento","http://www.noroestemotors.com/wp-content/uploads/2022/04/GOL-1.0-COMFORTLINE-2017-Copia.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/c8acb005-8801-430b-b7bc-f8f8d311ccad.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/4c6f96ae-0120-4a32-ab77-ca6868ce7c9b.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/2897d361-a031-4751-bcef-23c851053ab7.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/c9b44940-5c97-4ec2-9e72-9d1ea598258c.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/e7537170-6117-4bcd-9ccb-d7e8f5b52a71.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/1bca2ff7-eae3-4be0-9c61-cd78d6de9051.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/944e68cf-f313-410b-a913-7b87ad67b3cd.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/b1cbd839-583c-4b6f-8b75-e0f147cbea05.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/87829391-c1ee-46e7-88a5-b7d963d61202.jpg",N/A,listings,"UNAI MG",,,on,,,7,COMFORTLINE,1.0,"Volkswagen Gol  1.0 Comfortline      ",83000,"ABS|Air bag|Alarme|Ar condicionado|Direção elétrica|Rodas de liga leve|Sensor estacionamento|Som mp3|Trava elétrica|Vidro elétrico"
7,publish,20220419,35736,"Chevrolet Cobalt",Usado,80900,Chevrolet,Cobalt,,2018,2019,38000,Automático,Flex,Branco,4,Sedan,"Ar condicionado,Alarme,Direção elétrica,Vidro elétrico,Trava elétrica,Air bag,ABS, Rodas de liga leve,Bancos em couro,Sensor estacionamento","http://www.noroestemotors.com/wp-content/uploads/2022/04/cf4ecc80-b4a5-494c-939b-92d5a1c64340.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/08c38cf5-70f6-49d9-b420-e420dd5bdfe1.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/5e80762c-7fdf-4dcc-be3b-09ad38c65dd9.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/c5dd2e81-37fc-4cc1-917f-02e41a34d6c7.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/d3eac73d-b694-470e-9670-1c3b469ae921.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/8e2b892d-d5c0-4614-858c-62dcd949cc54.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/7d487108-600f-45d1-9cfa-6eda3958b50e.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/bd77a2c2-df1a-4d6f-8bdf-f7df4ba6523f.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/2574d16c-d525-4096-90d6-f2aef62fa7e9.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/e7a59fc3-0fca-4089-8ed3-37b0595d9edf.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/f8f60b95-1895-4312-a9be-ef5de02b9edb.jpg",N/A,listings,UNAI-MG,,,,,,7,LTZ,1.8,"Chevrolet Cobalt  1.8 LTZ      ",38000,"ABS|Air bag|Alarme|Ar condicionado|Bancos em couro|Direção elétrica|Rodas de liga leve|Sensor estacionamento|Trava elétrica|Vidro elétrico"
7,publish,20220419,35749,"Toyota Corolla",Usado,175900,Toyota,Corolla,,2021,2022,17000,CVT,Flex,Prata,4,Sedan,"Ar condicionado,Alarme,Direção elétrica,Vidro elétrico,Trava elétrica,Air bag,ABS, DVD player, Rodas de liga leve,Bancos em couro,Pintura metálica,Sensor estacionamento","http://www.noroestemotors.com/wp-content/uploads/2022/04/66dc9388-2a31-4ffa-bc65-d57372ae6387.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/1262fda0-aa40-459f-978f-852633b60dec.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/025e8228-afc9-4faf-b5b9-e04c0a06d80e.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/6146ee45-60fe-40bf-a8c3-f77c6b9994bd.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/9cd21b48-2b1f-4911-af48-4883ef6b04f0.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/58da4cbe-38c9-4733-b9b6-b6a39ba99d53.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/381b25f2-aa12-46a7-b236-4f1b56a3f3b5.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/a0eb9edd-1aeb-409b-838b-72efb120ef4a.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/779d72a1-ef18-4425-aadb-30dcffbf68a9.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/7716b2eb-ddae-4177-9c02-ca21b7fe2873.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/3865dfd7-45e3-4c95-8f1a-0492fcddc7c4.jpg",N/A,listings,UNAI-MG,,,on,,,7,ALTIS,2.0,"Toyota Corolla  2.0 Altis      ",17000,"ABS|Air bag|Alarme|Ar condicionado|Bancos em couro|Direção elétrica|DVD player|Pintura metálica|Rodas de liga leve|Sensor estacionamento|Trava elétrica|Vidro elétrico"
4,publish,20220428,35955,"Volkswagen UP",Usado,56000,Volkswagen,UP,,2016,2017,70840,Manual,Flex,Preto,3,Hatchback,"Ar condicionado,Alarme,Direção hidráulica,Vidro elétrico,Trava elétrica,Air bag,ABS","http://www.noroestemotors.com/wp-content/uploads/2022/04/IMG-20220425-WA0018.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/IMG-20220425-WA0012.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/IMG-20220425-WA0015.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/IMG-20220425-WA0014.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/IMG-20220425-WA0017.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/IMG-20220425-WA0016.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/IMG-20220425-WA0013.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/IMG-20220425-WA0041.jpg",N/A,listings,Unai,,,,,,4,Cross,1.0,"Volkswagen UP  1.0 Cross      ",70840,"ABS|Air bag|Alarme|Ar condicionado|Direção hidráulica|Trava elétrica|Vidro elétrico"
4,publish,20220428,35992,"Fiat Punto",Usado,33000,Fiat,Punto,,2011,2012,105724,Manual,Flex,Branco,,Hatchback,"Ar condicionado,Alarme,Direção hidráulica,Vidro elétrico,Trava elétrica","http://www.noroestemotors.com/wp-content/uploads/2022/04/IMG-20220428-WA0036.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/IMG-20220428-WA0037.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/IMG-20220428-WA0042.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/IMG-20220428-WA0039.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/IMG-20220428-WA0038.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/IMG-20220428-WA0041.jpg,http://www.noroestemotors.com/wp-content/uploads/2022/04/IMG-20220428-WA0040.jpg",N/A,listings,Unai,,,,,,4,Atractive,1.4,"Fiat Punto  1.4 Atractive      ",105724,"Alarme|Ar condicionado|Direção hidráulica|Trava elétrica|Vidro elétrico"
